Pirates,
Batting,
Kevin Newman,621028
Bryan Reynolds,668804
Ke'Bryan Hayes,663647
Ben Gamel,592325
Cal Mitchell,668751
Greg Allen,656185
Oneil Cruz,665833
Josh VanMeter,642165
Jason Delay,641511
Pitching,
Bryse Wilson,669060
,
,
,
,
,
Tyler Heineman,623168
Michael Chavis,656308
Yoshi Tsutsugo,660294
,
,
,
,
,
,
,
,
JT Brubaker,664141
