Cubs,
Batting,
Rafael Ortega,542364
Wilson Contreras,575929
Seiya Suzuki,673548
Ian Happ,664023
Nico Hoerner,663538
Patrick Wisdom,621550
Yan Gomes,543228
Alfonso Rivas,663845
Christopher Morel,666624
Pitching,
Keegan Thompson,624522
,
,
,
,
,
Rivas,663845
Rafael Ortega,542364
Wilson Contreras,575929
David Bote,623520
Nelson Velazquez,543228
Yan Gomes,543228
Frank Schwindel,643524
,
,
Adrian Sampson,592716
